name,dialogue
Jim,I am just as much of a boss as Michael and I can do anything that Michael can do. Alright? Who here believes that I have as much power as Michael?
Michael,You gotta keep yourself dehydrated.
Michael,Good.
Creed,Can't be good.
Michael,"Oh, OK. Why didn’t you call me?"
Dwight,"Michael and I have a very special connection, like an umbilical cord. And the thing is with Ryan is that I don't want him to trip on it, or get it caught around his neck."
Dwight,I want to see the baby.
Angela,"I have to give her her meds, I have to pet her, and who will she eat lunch with?"
Jim,Can I have a late checkout?
Erin,"My best friend was my boss, Andy. We dated for a while, but since then, he rejected me, and we√¢‚Ç¨‚Ñ¢re not really friends."
Oscar,"Hold on, Kelly. Would it help you to know that Jim thinks you're smart?"
Meredith,I am so pissed at this company!
Jim,"A man sitting several seats down, who has a gold face, turns to Michael Scarn. Uh... Ooh, Oscar, you wanna play Goldenface?"
Michael,It's not a popularity contest. Although it does make sense to fire the least popular because it has the least effect on morale.
Kevin,"Hey Oscar, was that you who just created a party out of thin air or was it me?"
Michael,…Stanley?
Pam,You can do this.
Andy,I play the banjo.
Kevin,Are you going to try it?
Michael,- and to King Meredith!
Michael,What do you say?
Dwight,Scranton rules!
Dwight,Rolph is my best friend. We met in a shoe store. I heard him asking for a shoe that could increase his speed and not leave any tracks.
Dwight,"Okay, IĂ˘â‚¬â„˘m gonna need you to print it out."
Pam,"I just wanted to check and see if there's anything you needed before I went on my maternity leave... Yeah, I'm pregnant... Great, well, I'll write up the order. Okay, thanks."
Kevin,"Uh, the man tree puts its penis-"
Michael,"Since when is comfort the most important thing? I mean, I don’t… I don’t sit on your lap because it’s comfortable. I sit on your lap because I like the way your thighs feel on my butt."
Darryl,Why is the forklift in the wall?
Michael,"Hey, hey!"
Michael,Sounds good. Fudge it up!
Erin,Wanna play catch in the parking lot?
Oscar,I don’t know what you’re talking about.
Kelly,"Okay. Bye, Toby."
Darryl,A book about oceans.
Andy,"All I ever wanted to do was sail the damn thing. But dad wouldn’t let me. Said â€śYou can’t be a skipper until you’re a man.â€ť You know, I’d reach for the wheel and he’d smack my hand away. Well guess what? Now I’m the man of the family and… we’re selling the damn thing. So I’m never gonna have the chance."
Michael,Alright...
Michael,"Okay, okay! I got it. I got it. … Only on the rarest of occasions…"
Darryl,I asked for a list. ...and a clown.
Ryan,"WUPHF T-Shirts. Who wants one? Just imagine that you're at spring break, Daytona Beach."
Dwight,"No, no, hear me out. Five? Six?"
Andy,"This kid's costing us sales, Michael."
Meredith,Hurry up already.
Pam,Please hold for Ms. Black.
Dwight,"Hoist him aloft. C├óŌé¼Ōäómon Darryl. Lift, lift Darryl."
Meredith,Lose weight.
Michael,"Whoop! Okay, what?"
Michael,NO ALL YOU DO IS YOU GET ME TO TRY TO WORK ON MY RICH FRIENDS!
Michael,"Hi Stanley, how many sponsors so far?"
Michael,Yup.
Andy,Thank you so much Tuna Turner. You are simply the best.
Kelly,Ice Cream.
Michael,Wallace is going to freak.
Jim,What’s that?
Erin,Hanks.
Michael,What’s the only thing worse than one HR rep?
Pam,ROY!
Kevin,I guess he wanted to get out of here before the cops find out.
Michael,Bull man!
Michael,"Oh, my gosh, well... Listen, Oscar, generosity and togetherness and community all convalescences into... morale. That's what I say, so..."
Darryl,Let’s see that smile. Go on.
Michael,"Uh, you know what? I think that this… uh, this is probably a misunderstanding."
Pam,"Dwight, I don’t think he’s going to hurt anybody."
Angela,Why isn't Jim wet?
Creed,Psst…
Phyllis,I can't see half of the things.
Dwight,"Well, don't look, freak!"
Erin,"I’m really sorry, I can’t help you. I’m waiting for my boss’ pretty friend to arrive."
Dwight,"Ok, Aunt Shirley, dear, uh, can I get you a nice crisp liter of schnapps?"
Oscar,"Angela, BlakeĂ˘â‚¬â„˘s also a guyĂ˘â‚¬â„˘s name so he… may be spending his afternoons with a guy named Blake. So nothing to worry about. Huh. Blake. Who is Blake?"
Oscar,A triple word.
Michael,"No no no no no. Never follow, always lead."
Kevin,"Oh, hello, Oscar. How was your gay-cation?"
Dwight,You’re back. And you’re disgusting.
Michael,"Alotta rules. Alotta rules. On the street we didn't have any rules. Maybe one - no kicks to the groin, home for dinner."
Michael,"Because, well, Jim. Where I’m from, two types of folk: those who ain’t, and those who are knee-high on a grasshopper. Which type ain’t you ain’t? Ya’ll come back now."
Pam,We still surprise each other.
Angela,I would like cat.
Dwight,She called you D?
Pam,No one.
Jim,"Oh, yeah, definitely have nos."
Andy,Just sit down next to a beautiful woman and start talking to myself to confuse other people.
Jim,I’m just gonna get…
Dwight,It's a statement of fact.
Darryl,"No, no, no..."
Dwight,My actual mother was very cold and distant. I’d say she was the closest thing I had to an aunt.
Phyllis,"It’s almost done, but you can’t get them wet, and they can’t be dry-cleaned either. You have to hand wash without water, wring-dry gently, and use a hairdryer on cool."
Jim,Right.
Michael,"Okay, no, no, no, no. You do not try tactic number eight on me. I invented tactic number eight. I'm not going anywhere."
Darryl,Nine first.
Darryl,"Look, would ya... look."
Michael,"NO! Oh, my God. Oh, No. That is so awful. That is the worst news. I have to go. I have to do a presentation. I'll talk to you... This is going to be hard for me to speak today. Because I just learned that my father has died. ... No, he didn't! He is alive. And this isn't even a cell phone. This is a calculator. But you bought it! And now you can't return it. Or can you? No you can't. Yes. Karen, do you need to go pump?"
Oscar,Why are you assuming they only speak Spanish?
Andy,"Number nine, number nine. Jim Halpert."
Dwight,I will.
Ryan,We’ll have to talk about this.
Pam,"I know you Michael, I saw you naked."
Michael,So what?
Ryan,"Think fast. Honestly, Pam, the bagels in New York are the only good bagels in the world, I swear to God."
Dwight,Ebay. Hm. Question! May I be in charge of the party planning festivities?
Dwight,"As a volunteer Sheriff's Deputy I have been doing surveillance for years. One time I suspected an ex-girlfriend of mine of cheating on me. So I tailed her for six straight nights. Turns out she was, with a couple of guys actually so... mystery solved."
Kevin,Okay? But I- I am so sorry that I didn't tell you first.
Angela,"No, no, no, no. I think I just want to go home, but it's okay. This can count as one of your times."
Michael,Hm?
Darryl,"Busses, though. They get you home quick."
Jim,"I'm sorry, are you really trying to get us to invest in Jan's company?"
Meredith,"Sack up, man."
Pam,You're okay.
Andy,Alright. Well hey...
Darryl,"Andy, sing us another song."
Jim,Yeah.
Michael,Shut up!
Andy,I didn√¢‚Ç¨‚Ñ¢t do anything any of you wouldn√¢‚Ç¨‚Ñ¢t have done.
Angela,"Well, I won't tell if you don't."
Michael,Whoo.
Dwight,Yes.
Dwight,Ed was decapitated.
Michael,That is not big picture.
Pam,"She's telling me about all her amazing trip to Vietnam, I have nothing. I tell her our printers catch on fire, spontaneously!"
Dwight,"It's not a sledgehammer! Come on, people! We need to get our heads in the game! Let's focus! Come on, you're better than this! I am better than this! Phyllis, why are you sitting on the ground?!"
Andy,"The male is a funny species. We don’t just tell each other how we feel, that’s chick stuff. So instead of saying, √Ę‚ā¨ŇďHey, Andy, I love you, man. I don’t want you to leave.√Ę‚ā¨¬Ě You say something like, √Ę‚ā¨ŇďHey, Andy, you’re making the worst mistake of your life. You’re not talented.√Ę‚ā¨¬Ě Well√Ę‚ā¨¬¶ right back at you, Darryl."
Dwight,Today is Ryan's first sales call and I am bringing this boy home a full-grown man.
Andy,Why would you say that?
Michael,"Oh, good. That felt good. Let's go. Party."
Michael,"Oh no, no, no. You don't have to do that. I've got this covered. This was just a meet-and-greet."
Michael,"Okay, let’s get personal for a second, shall we?"
Dwight,Don't need it. Never been sick. Perfect immune system.
Creed,"I like it! Business! Good, Kevin! All right! The “O”…"
Jim,No you don’t.
Toby,He seems fine to me.
Angela,It does!
Michael,"If the salad is on top, I send it back."
Darryl,What's under your shirt?
Andy,Chase Dixon is up. Could be a big play.
Creed,"You don’t live as long as I have without a healthy fear of snakes, Bobby."
Pam,"Hi, can I help you?"
Kevin,I'm the DJ because I really know how to heat up a party.
Dwight,"Come on. Relax. The shirt wasn't doing you any favors. If my assessment in correct, you grind your teeth?"
Michael,Not last - no. In like the last ten years.
Dwight,"Good. Listen, my name is, uh, Michael... Scotch. And, uh, I just wanted to say that, uh, I've got David Wallace's son in the trunk of my car. If he doesn't get on this phone in 5 seconds-"
Michael,"Let's go. Messages. Stat. Lots to do, lots to do. Information superhighway."
Dwight,Breathing. Is that you?
Dwight,And you want me to come with you.
Dwight,No.
Angela,"Oh my God! SheĂ˘â‚¬â„˘s so stunningly tiny! SheĂ˘â‚¬â„˘s like a petite double zero, for sure. For sure! Holy cow! Look at what theyĂ˘â‚¬â„˘re doing."
Michael,I thought that you might say that.
Michael,I'm not gonna go out and ask for a raise right now. That is ridiculous.
Kevin,"Because I wouldn't want an innocent person, who doesn't know anything about the form... What?"
Pam,"Oh, their breadsticks are like crack!"
Jim,Yeah.
Michael,So this is one of my favorite places in the world.
Jim,Yeah?
Oscar,"Michael, China’s agrarian. Urbanizing fast? You bet ‘cha, but still agrarian."
Michael,"You know what, my job will be here when I get back."
Michael,"Give-okay. Alright, give it up."
Michael,And… today the Dunder-Mifflin Infinity website officially launches.
Dwight,Crap.
Angela,I will respect the results of the duel.
Kelly,I could be the Indian Julia Roberts.
Michael,Yeah... I... You know what... I... I... I just thought about it. I just have a few things I want to say.
Jim,Wish us luck!
Andy,"After Chancellorsville, Lee brought his army up the Shenandoah Valley, right through here! They stopped in this field for a picnic, which they called lunch."
Michael,"Oh, so... I almost forgot. You'll find this hilarious. Apparently corporate is going to have drivers sell paper on their routes now. That's like, exactly sort of the idea that you had."
Dwight,"I would like to invite you all to my black belt ceremony, right here in the office at lunch, lunch not provided."
Dwight,"Shame, Jim. I expected more."
Oscar,You know the octagon sign means stop.
Michael,Please don't do that.
Erin,"But after you’re manager, some of these images are going to be hard to shake."
Pam,"All right, you donĂ˘â‚¬â„˘t have to."
Erin,Yes.
Pam,Okay. Bye.
Michael,You writing your memoirs over there?
Dwight,"Yeah, well look... What about me?"
Kelly,Why did my temporary boss go on a shooting spree?
Michael,What is that?
Michael,"Are you? I don't think you're doing such a good job here, suppressing ideas and creativity."
Pam,"No, thank you."
Pam,You have a computer Andy.
Jim,"And of course, classy."
Michael,What?
Ryan,Ryan Howard from the temp agency. Daniqua sent me down to start today.
Darryl,They have fast food in Philly.
Pam,Oh.
Michael,What is it?
Pam,Right.
Dwight,"Yeah sure, Jim could go see her."
Toby,"Hi, Micha-"
Phyllis,"Well, we'll deal with it as it comes."
Michael,"Hey, what’s up."
Dwight,"Go ahead, you do it."
Jim,Nope. You're not interrupting anything. Nope. I'm...
Dwight,Mostly get rid of waste. Which is half the people there. And clean house. Right here. It's all for me. Thank you.
Erin,That’s Gabe’s boom box. Come on. We have to go find it.
Ryan,Washington University. I don't even want to think about selling until our numbers get into the billions.
Pam,Nope. ‘Cause we’re really nice people but you don’t seem to like us.
Jim,"Louder, son!"
Michael,I'm sorry. I had a very different understanding as to what prima nocta meant.
Erin,Ow.
Pam,"Ah, no, it passed. It's good."
Michael,"Yeah, well, you know what? We need to... All right, everybody in the conference room now. Let's go."
Michael,"I know, it’s okay. Just, give her a hug. Alright?"
Michael,"Dwight, no. I don't know. It's too early to tell. I don't know how I feel."
Kelly,"Uh,… can it be in private? Don’t worry, it’s not about you. As Minority Executive, I think it’s my responsibility to let you know that Gabe is gross. I don’t think it’s professional that he was sleeping with the receptionist, and then when Erin dumped him, so that she could be with Andy, he became a total crazy stalker psycho."
Dwight,Who’s Sarah Kayacombsen?
Michael,"Uh, huh."
Pam,You’ve been watering down the soap?
Pam,Oh.
Oscar,Huh…
Dwight,You mean you flooded my building with dangerous electromagnetic radiation as a prank?
Michael,How can I put this? That question makes you sound gay.
Erin,"Oh! If you’re going back to the annex, could you take these to Dwight? I think the ants are waking up. They need to start farming soon. Thanks."
Dwight,That’s two things.
Erin,Wow.
Michael,"If you were getting fired, how would you wanna be told so you could still be friends with the person firing you?"
Toby,"I don’t know, you?"
Andy,"Bugh, boring. All she talks about is chores."
Pam,You did?
Jim,Stanley. Stanley.
Kelly,Should I seduce him?
Michael,Line it up Phyllis.
Dwight,You could be the Indian Bill Gates. You could be the Indian Ted Turner.
Pam,"Oh, I can't do lunch. I was just sending you an email. Jim and I need to leave early today to meet with our contractor."
Jim,Uh-huh.
Michael,What is this meeting about?
Dwight,Very well . I just got a call from Debbie Brown over at the mill. She claims innocence and is willing to come over here and defend herself.
Michael,"That-That was maybe too much. Packer is a survivor of divorce Stanley. Packer doesn’t speak with his child, Meredith. Packer never lived up to his parent’s expectations, Andy. Angela loves pussy cats, and Packer loves-"
Michael,You know what? I am the expert. I will conduct it. I know the crap out of women.
Michael,"Yeah, I think that's pretty boss."
Angela,"But, it..."
Pam,"You know, I think there could be a lot of benefits if you could learn to get along with women."
Pam,"Um, hi. How are you?"
Erin,Oh. Gross.
Michael,"Oh, alright, yeah."
Michael,Da na na na na!!
Stanley,Heh heh.
Jim,"The Beets Motel? That is, wow."
Michael,Is Mr. Schofield there?
Pam,What is it?
Andy,Of the hourglass..
Andy,I’m saying no.
Ryan,"It’s all about creating a one stop shop consumer experience, alright? You’re chatting with your friends, you’re talking about the latest music, about the election; all of it is happening in our virtual paper store."
Andy,It will be her name. And you will have to call her that!
Andy,Ă‚Â I think we should.
Meredith,├óŌé¼┼ōSuck it losers.├óŌé¼┬Ø
Pam,"Hey, Erin, it's Pam. How ya doing? No, no, don't put Cece on the phone, because she can't talk yet. Okay. No, I was just calling to see how everything's going. Yeah? Yeah? It's good? The play? The play is kind of great. I mean, it's fun to hear Andy sing in the appropriate setting. Now, he's really sorry you couldn't make it, too. Yeah. So thank you so much, again. We're having a great time. Oh, they're flashing the lights so we should go in. Thanks. Bye. Okay, so we called. And everything's fine!"
Jim,Concussion. What did you write?
Jim,"Uh, excuse me, can I have everyone’s attention for a second? First off, I just want to say that I’m really sorry, I didn’t know that my absence last week would have been a burden on any of you, because, though I did have jury duty last week, they did dismiss me early on Monday. And I think you’re going to find this pretty hilarious. I kind of, uh, well, maybe took the week off."
Jim,"So…ah, who’s gonna take the dog?"
Michael,"Yeah, yeah, yeah-okay... you're a jackass. Hey, hey, you know what? You're just as stubborn as your mother, when you don't wanna do something you just don't do it."
Toby,He seems fine.
Andy,Awesome.
Pam,"Michael, why did you promise that?"
Pam,Why do you need more gas?
Dwight,"Michael, you have to. Have you ever seen a lioness devour its cub? Have you ever seen a baboon devour its mate? Have you ever seen a raccoon devour a squirrel?"
Michael,"All right. I will meet with him, but I'm not going alone."
Michael,"My other boss, Mr. Figaro."
Pam,We'll keep looking.
Michael,Who's next?
Andy,Those are fully staffed as well.
Pam,You had a nice meal with your girlfriend in a lovely place…
Michael,Do your worst.
Michael,Just pay for it and we'll reimburse you when you get back.
Michael,You know what? I don’t understand when you all talk at the same time.
Pam,Stop.
Jim,Mm-hmm.
Michael,Who wants candy?
Michael,"Yes, yes, yes."
Kevin,"What, no candy?"
Dwight,"No, Jan! Please do not listen to this boob! Remember Clark. He gave you everything. Everything."
Michael,"In the wilderness. It’s not with a group of guys frolicking around in tents. It’s one guy, or two guys, if your plans change."
Pam,Do Not Resuscitate‚
Jim,What are you doing?
Pam,Fine work! Fine work Stanley!
Pam,You have to get rid of all your weapons. All of them. Including killer fish.
Oscar,That’s enough Kevin.
Dwight,Thank you.
Pam,It's really cool.
Michael,"You're right, I didn't even think of him."
Jim,Uh-huh.
Jim,"You can't yell out ""I need this, I need this"" as you pin down an employee on your lap!"
Dwight,Talk me through an appendectomy.
Pam,I know!
Angela,Okay.
Kevin,"Oscar, I'm now going to be prone to surges."
Michael,Do the monkey face.
Kevin,Hi.
Jim,It stopped.
Oscar,Use it in a sentence.
Michael,"Pam, it is very complicated. There are a lot of moving parts here."
Toby,"Does it have to be pizza? Could go for a, falafel?"
Oscar,Two?
Dwight,"Oh, no. What?"
Jim,Alright.
Pam,And there are a lot of other people in this office who have money at stake. Other people you care about.
Michael,"Yes, Oscar come on in. Close the door if you would. Thank you, thanks so much for talking to me."
Pam,What did Jan want?
Creed,I'd like to contribute.
Jim,"All right, good stuff."
Pam,Bye. Call me when you land.
Dwight,I signed up for Second Life about a year ago. Back then my life was so great that I literally wanted a second one. In my Second Life I was also a paper salesman and I was also named Dwight. Absolutely everything was the same. Except I could fly.
Angela,I wrote it out.
Jim,Bribery. Nice.
Phyllis,I don’t think he’d do that.
Toby,"Hey Sasha, it’s daddy. Have you ever heard of this doll , Princess Unicorn?"
Kelly,"I do, I do. This isn't right."
Andy,Hmm.
Creed,That's from me.
Dwight,I will also be talking my break at the exact same time and in the same location.
Pam,"Yeah, but there's other, better people out there who are helping."
Kevin,"Oh, awesome!"
Andy,What?
Dwight,"This is Tuesday, right? The coffee in Paraguay is far hotter?"
Oscar,"Jim, he’s not gonna star-"
Pam,"Cece, is reverse cycling, which means she sleeps all day and is up all night. Which basically means I’m up all day and I’m up all night. And if it doesn’t stop soon, I am going to be up all night."
Pam,"Cool, are you coming back to say hi?"
Michael,Open your mouth.
Jim,"Absolutely, now when you get down there, Jo’s a little bit, uh, forgetful. So she may have locked the gate, but what you’re gonna do is go ahead, hop it, and just head back to the pool."
Jim,What the hell's a rundown?
Toby,I already signed it. I was just showing you.
Toby,Michael?
Andy,No time to chat.
Pam,Do you want me to beat him up for you?
Michael,I stole. … And I robbed. And I kidnapped… the… president’s son. And held him for ransom.
Dwight,â€¦ lit the whole thing on fire. It was crazy.
Darryl,Oh yeah.
Toby,"Hey, really nice job in that meeting in there."
Dwight,"Oh, why not?"
Jim,Let's do it.
Pam,No. He just keeps letting all the calls go to voicemail.
Michael,"It’s important that this company celebrates its diversity. And you know what, Stanley? Come Kwanzaa time, I have got you covered, baby."
Ryan,"Yeah, they keep them on ’cause it’s less expensive than turning them on and off."
Toby,...building looked into...
Jim,None of this is time sensitive.
Dwight,I most certainly did not.
Jim,"Sorry, uh do we need to sign one, or...?"
Oscar,What?!
Andy,"Five of us transferred from Stamford. There are two of us left. Me and Karen. It's like we are touring Willy Wonka's Chocolate Factory and dropping off one by one. Well, guess what? I am not falling in a chocolate river."
Dwight,"Nice leather, oh my shoes are so muddy!"
Jim,Robert.
Michael,"Okay. That sounds good. Yes. Actually, today's a good day to do that."
Oscar,All I had this weekend to eat was a chicken breast and a case of Diet Coke.
Kelly,"Hey, is it true that you’re not allowed to spend time with your girlfriend during the month of Tu Bishvat?"
Kevin,I donated sperm.
Stanley,Fair enough.
Michael,"No, I did not."
Michael,"Somewhere safe, where it can't hurt anyone"
Jim,Okay.
Michael,Yes.
Erin,Just the two of us.
Michael,Would you mind if I listen to my book on tape? I'm kind of a bookworm. This is the novelization of the movie Precious based on the book Push by Sapphire.
Michael,"Yes, it is."
Jim,"We can just have one big fun party. Everybody’s happy, nobody wastes their time."
Dwight,"Hey, congratulations! Do you know what your prize is?"
Michael,Hey guys. How’s the workload on all of Dwight’s old accounts? Handling it okay?
Dwight,Seriously?
Jim,That is good. That’s it. That’s what it is.
Michael,I don't even know if I'll want a baby in eight months.
Dwight,"She sent an email, so."
Jim,"Well that's an invasion of privacy, so, I'm going to tell Michael."
Dwight,Yeah!
Dwight,There's a hose out back.
Dwight,"Jim! You really think this is a good idea, huh? A hide-a-key rock?"
Jim,"There’s this thing that people tend to do with billboards. How do I put this? If there’s an opportunity for a graffiti artist to work in a… phallic shape, interacting with the artwork, it’ll happen, and Andy gave them that opportunity."
Erin,"This is a first for me. And, I don’t get a lot of chances, so I have to take them really seriously. I will do whatever it takes to get the job."
Dwight,Her name?
Dwight,Hey Michael?
Erin,"Yes, this is too tan. This right here-"
Michael,"No no no, we're not gonna see--- we're not gonna see the four toed... Creed, okay?"
Jim,All right.
Kevin,She touched my shoulder.
Creed,I saw the leaves twitch!
Michael,"Everybody, David Wallace and I have talked and we have decided to promote Jim to the position of co-manager."
Jim,Hey.
Pam,"Well, I’m not an artist, and I’m not a salesman. So what would you call it?"
Michael,"Come on, Ryan..."
Andy,"Okay, uh why don’t you just lay off, lady?"
Meredith,What is it?
Michael,"Uh, just a few more items."
Michael,Come on!
Angela,Oops.
Erin,When I win…
Andy,Meaning I will try to get other dudes laid.
Erin,Where are you taking me?
Angela,You said you would be there for me.
Michael,Aaaahh! I'm gonna kill myself!
Jim,Is he OK?
Ryan,Hello?
Kevin,Does and email count?
Phyllis,"I'm sorry,"
Toby,"I’m, I’m not gonna comment on my personal life."
Jim,Hey.
Ryan,What?
Darryl,Excuse me?
Stanley,"I wasn't really planning on leaving, all I wanted was a raise. How on Earth did Michael call my bluff? Is he some sort of secret genius? Sometimes I say crazy things."
Phyllis,What are you wearing?
Dwight,Screwgun. The sales call!
Michael,Or a trained seal.
Jim,"That rhymes, so what have we on the docket today?"
Pam,I almost lost it. That was too good.
Andy,Ooh! Who ordered the hot apple fail?
Jim,"Ha ha. No, yeah, that will be good."
Michael,"Yes, they do, Jim. Because of the time I got my ponytail stuck in the power trail."
Andy,"Wha? Oh, burn. Uh, excuse me. What, everyone can just leave whenever they want now?"
Dwight,"Woah, woah, woah, Pam!"
Andy,Boring. Call me if she rolls over.
Dwight,"It's nothing, I'm robbing her."
Michael,"Any of em? So, uh, what's the 411? Any news on the ""P"" situation?"
Jim,Great.
Angela,"No, that is not a party. There's only one party and it's hosted by the Party PLANNING Committee and it starts at three o'clock."
Andy,"Come on, you think you can get into Cornell?"
Michael,"Not you. Kevin. Just unwarranted. Hostile work environment, Kevin."
Erin,"I’m playing Scrabble with Gabe, and I’ve never won a game."
Erin,Did it affect you outside of the office?
Kelly,That's Buddhist.
Jim,We’re back in! Right?
Michael,"Hey, what’s up?"
Michael,So much for keeping our secrets up high.
Pam,Okay.
Michael,This office is cursed. And we need to do something about it.
Oscar,I was politely saying nothing can be done. I thought I was clear.
Pam,"No, no."
Michael,They call it Scranton!
Oscar,Oh you?
Jim,"Okay, Scott, why don't you take your head out of the clouds and come back down to planet Earth so we can make a commercial."
Dwight,Yeah! You want shirts on hangers?
Phyllis,That's the dumbest thing I ever heard.
Michael,"Wow! Hold that thought. I want everybody to go into the break room. I have a little surprise for you. Go ahead. You too. Dwight, would you escort our guest in there? C'mon, here we go, don't be shy, don't be shy, you're one of us . Dwight, stall him a little, I have to get the fish."
Michael,"All right, next suggestion."
Kevin,Yeah. Let me take a look at the circus board.
Andy,"Sweetheart. Just so you know, I don't care where we get married. I'll marry you right here in this building. I'll marry you in the parking lot. I'll marry you in the eye of a hurricane in the middle of a snowstorm on top of a monsoon. All I care about is that we're gonna spend the rest of our lives together."
Michael,I think you're right.
Michael,You want me to be happy?
Kevin,I'll go to the diner with you.
Michael,Okay… Phyllis.
Erin,Night Michael.
Pam,We got you this.
Andy,"I know, right?"
Jim,"No, don’t worry about it. We’ll just got double or nothin’."
Dwight,"Ok, shut up. I know exactly what to do."
Jim,"This is actually a big potential sale, so..."
Dwight,I thought it went great.
Michael,"Hoo-ooh! Reaching! You’ll get there. Anyway, I was giving it some thought, and there’s no reason that two attractive, good looking, intelligent, funny, attractive people can’t, you know, just… sit down and work this whole Meredith thing out."
Pam,That's crazy!
Michael,Okay.
Jim,Not bad right.
Darryl,"Hold up, I’m looking at my spit with a microscope."
Dwight,"Let's move! Move, move, move, move!"
Michael,"Oh, I know what you're thinking. You're not prying this out of my hands, but don't tempt me because I'll give it to you!"
Michael,"Divorce. Um... OK, ""Meredith is so old..."""
Jim,Hmm?
Dwight,LetĂ˘â‚¬â„˘s take himĂ˘â‚¬â€ť
Andy,Can’t take the fail? Get out of the fail video!
Michael,You're welcome.
Pam,I can't. I'm really sorry if you misinterpreted things. It's probably my fault.
Dwight,ohĂ˘â‚¬Â¦
Dwight,"That’s not what I was going to ask. Gosh, jump to conclusions. Come on, I know, you’ve got so much on your plate. Right now, you’re like ‘oh, what’s more important? Dwight’s question, figure out who’s the VP?’ Dwight, VP. Dwight, VP. Dwight, VP. Dwight, VP."
Michael,"Yeah. You can take the man out of the salesman, but you can’t take the sales out of salesman."
Jim,"It├óŌé¼Ōäós, it├óŌé¼Ōäós nothing."
Jim,He can do the same for you. Right now. By getting fired instead of you. So what are you gonna do?
Darryl,How much?
Jim,"Well they didn't dine so, yeah, maybe they just dashed."
Angela,I will leave your toothbrush on top of your tire tomorrow morning.
Darryl,"Sucks. Anyway, I just don’t see it. The Knicks are tough.The Nets are tough."
Jim,"Goodnight, have a good night. Thank you Angela."
Erin,Everyday is fine. Or...
Angela,"Two, one…"
Dwight,"I can't use Phyllis. Are you kidding me? The moment she steps off this bar I'll be launched into space. God, you're so insensitive."
Jim,"Nope, just going to see Pam."
Dwight,That is a damnable lie. I love women.
Michael,"That's my line! That's my line, That's... I always say that at weddings. So I'll just think of something else to say. I..."
Dwight,Hmm.
Andy,"Da, da, da, da, da, da, da"
Oscar,"And that got through, so maybe he’s thinking he can do that from now on."
Dwight,"Okay? Because they promote from within. Instead I had to follow you - you, going nowhere."
Ryan,Yeah.
Pam,Well. I don't know.
Jim,How are you?
Dwight,Hello Phyllis. Do you have a minute? Listen. I'm really sorry... about what I said before. Ok? I was way out of line.
Dwight,Very close.
Jim,Yes. They totally do.
Andy,Dwight Jr? This looks like your speed.
Dwight,Make-up sex. Nice!
Angela,Are you married?
Kevin,Mean but good!
Kevin,Yeah. Respect the lei.
Michael,"Uh, he's a small client. They don't really buy much."
Pam,Not until midnight.
Kelly,God I cannot wait to get pregnant and have babies!
Kevin,I insult you! To your face!
Andy,Got it. Dually noted. You! Coolest tank top I have ever seen. Where did you get that?
Jim,"Hi my name's Dwight Schrute and I would like to buy a purse from you. Good lord, look at these purses! This is something special. Oh my God is this Salvatore Di-chini-asta?"
Phyllis,Angela’s special repairman is here.
Pam,"If I'm being completely honest, I could've done without the belly kiss."
Andy,Are those just show muscles? Or is he really strong?
Michael,And I will give you the rest of the ten at lunch.
Jim,"Sure. Oh, you know, while I have you... today I was working on this pitch for a supermarket chain, and it would actually be a big account and I wanted to-"
Darryl,Thank you.
Jim,Mmm hmm.
Michael,"Hey Howard. Michael Scott here. Yeah, sorry about that. Dwight is an idiot. I know. No, he’s a little… Little dim. He’s the janitor’s brother, so…"
Darryl,But you want me to put it back in the truck.
Michael,Oh.
Dwight,I will get the chair in. Watch the Great Schrutini work his magic.
Michael,I just saw this baby daddy-
Jim,"Yeah, I know I should."
Pam,"He took this job in Philly without telling me. He bought our house without telling me. At a certain point, heĂ‚Â shouldn’tĂ‚Â be rewarded for that."
Jim,"I can’t believe this place is real. I mean, I’ve heard about his beet farm for years, but wow."
Michael,"Believe me, I have seen a lot of tough audiences in my time, and that was one of them."
Pam,"No, I'm kidding. Um, so you got big plans this weekend?"
Jim,"I really don’t know how it happened, David."
Jim,"Great, It’s under here as Security Guard home. Did you not get his name? Or…"
Michael,"Wow, that is… that time really adds up. That’s like… a half an hour, every hour?"
Dwight,Desperate times call for desperate measures.
Pam,Or even uses the copier every day.
Kevin,"Ladies and gentlemen, even though the penis was fake, I was expecting a second plot twist where we found out Hilary Swank was a boy."
Jim,"It's so scary how right the things you're saying are. And you're coming at it with almost no knowledge, so of course I trust your opinion on this."
Angela,What are you doing?
Jim,"Oh my God, Dwight, what're you doing?"
Michael,"Hey, whatcha gettin'?"
Pam,Ryan!
Michael,Jim where is Pam?
Pam,"Yeah, screw 'em. Let's do this."
Erin,You have a cool place to come hang.
Dwight,Jim.
Ryan,Little advice? Take a day off from the whole Jim schtick. Try caring about something. You might like how it feels… James.
Andy,Hey! High-five!
Pam,"No. Thanks... uh we're still having lunch today, right?"
Kevin,Cool.
Dwight,Oh√Ę‚ā¨¬¶ really.
Michael,Why... why are you making this so hard?
Kevin,"Nope! It’s not Ashton Kutcher. It’s Kevin Malone! Equally handsome, equally smart!"
Kevin,I bet Roy heard about you liking Pam. I bet he'll try to beat you up.
Dwight,"Michael, come on."
Kelly,Oh.
Andy,I just gotta do one thing.
Darryl,That’s good.
Michael,"No, I got that."
