name,dialogue
Michael,"I have to make a call after I finish... my work. You know what? Uh, just don't let anybody in my office under any conditions today. I'm just too busy. Too swamped, you know? I am unreachable. I am incommunicado, capisce?"
Kevin,Enjoying your nut?
Jim,You want a giraffe?
Pam,You could start by concluding this meeting.
Jim,I don't know. Let's break up.
Michael,Okay. All right.
Dwight,"I know it was you. Fine. You know what? I'll have to interview each and every one of you until the perpetrator makes him or herself known. And until that time, there will be no health care coverage for any one!"
Michael,"What, no. No. Okay, bags. I have bags under my eyes, Pam. I didn’t see it at home, I didn’t see it in the bathroom, I didn’t see it on any of the city mirrors, but in this light…"
Ryan,"You know, every time I think I hit rock bottom at my job, the floor opens up, like at a carnival ride. I'm gonna retrace my steps. College, four-year degree, student loans, business school, alone in a beet field. I... there's a step missing. ""Hey, mom."" ""Hey, Ryan. How's that five-year plan coming?"" ""Oh, it's great. Today, I knelt down in cow manure and I got abandoned in a beet field."" ""Oh, that's cool."" ""Yeah, that's really cool. I'm learning a lot. I'm really glad I took this full-time job."""
Angela,
Dwight,"Okay, that's weird. Just hitting ""door closed."" What?"
Andy,Here…
Andy,Well then maybe we should just use Angela and say she's Sue Grafton. Would anyone notice?
Toby,"Okay you know, this– this is over."
Dwight,"No, not me."
Michael,Pam's mom.
Andy,"Few other super simple reminders ├óŌé¼ŌĆ£ no burping, no slurping, when eating take small bites and chew thoroughly with your mouth closed. Yes, Darryl?"
Andy,"Dude, you are so money, but you don't even know it, but you do."
Pam,"Can't back out now, Halpert."
Pam,Dizzy Gillespie.
Dwight,"Don't get too excited, that's out of 20. Right this way. Regional Manager Michael Scott will be addressing the client in the press room shortly. Have a seat, can I get you a beverage?"
Meredith,See you guys.
Oscar,This is not good.
Michael,"Anybody making out in here? Not yet, give it time. Oh, hey, Ebenezer, boink. Okay, how's it going in here?"
Pam,"Well, she can't bring this up with her."
Pam,"Oh, I, um..."
Dwight,"Five times for $30,000? Not a bad stud fee. Better than most horses."
Michael,"Thank you. All right, when we get a call I'll come back and you'll do the smile."
Jim,"We'll see. You are an assistant who's just gotten a phone message. I am in a meeting with Dwight, Robert Dunder, and his niece. Uh-oh, look who came to join us. The Turkish ambassador to Armenia, Yuri Slovak, who, by the way, is extremely embarrassed about the size of his nose. Go ahead and read that phone message."
Pam,Who's that?
Andy,"I think I could go for some tuna fish right about now. Oh, oh, got my rod here. Whizzzzz. Click, click, click, click, click, click, click. Cli — ah! I got one! I got one! Ahhhh!"
Michael,Okay.
Angela,Oh my God.
Angela,No. But anything within a five- to eight-mile radius is acceptable.
Dwight,I am a Sheriff's Deputy.
Michael,"Yeah, so what if I did? That would take precedence and I would expect your support."
Stanley,I’m done.
Michael,"Do I know what the surprise is? Hell no! It doesn't matter. The point is, they're not unhappy anymore. They're out there thinking, ""Wow, my boss really cares about me. He has a surprise. He's cool. I... what a great guy. I love him. I... love him."
Dwight,Larry Myers. Left us six months ago for Office Depot.
Oscar,What?
Kevin,"Ron Artest, Kelly."
Jim,"Yeah, I didn’t think I had. Well, it was all about Pam."
Michael,"Well, I’m moving to Colorado to start my new life with Holly. Just up here, getting used to the altitude."
Darryl,It’s ok.
Michael,Hey.
Michael,I--yes. We're not selling. I will not sell.
Phyllis,"Michael, this isn’t a toast. You’re just thinking out loud."
Erin,"Yeah, but I’m confused…"
Dwight,You are out of order.
Pam,"No no, you can go home. I'm good."
Dwight,"Irrelevant. Discharged it at a distance of a little over a meter into the perpetrator's eyes, nose, and face area. Rendering him utterly and completely disabled. Then I contacted the authorities. The end."
Darryl,"Let me tell you something, Oscar. All right, Matt's an okay dude, but he's a dummy. You guys got nothing in common."
Jim,"Yeah, they don’t ever talk about careers that were made because of unplanned pregnancies."
Andy,"Come on. Uh, are you gonna wear your heels?"
Pam,"Well, the last pick-up for overnight deliveries is at seven. So you need to have them signed by then. Or much earlier."
Phyllis,He means the ice pack.
Angela,That's enough.
Pam,"Mom, I'm sorry. I know you and Dad are chipping in for the wedding but I do not want orange invitations. Yes! Well, if you really want my..."
Angela,Can I please leave? I have a rape flute.
Dwight,Well played.
Oscar,
Michael,He is an organ donor.
Jim,"And listen if anything else happens, just...roll with it."
Michael,Yeah.
Erin,I’m sorry to have wasted your time.
Michael,Yeah.
Dwight,"Well, what can you do? Life."
Michael,Ok.
Michael,I do. It's right here.
Andy,I wanted to talk to you about our working relationship this year. It's going to be terrible.
Angela,"No, that's not. That's next to cleanliness."
Phyllis,Michael.
Michael,"No, no, listen, as a friend, I want you to have this."
Dwight,"Constructing a home-made cast? Genius. Filled with foresight. Like in the pioneer times, if you lost a leg, they would then use the bone of the leg for a cane. They wasted nothing."
Pam,"Wow, that is wonderful, congratulations."
Jim,"Make the face. Yeah, I don't see it."
Michael,What?
Michael,"I wish Todd Packer was here because he would love this. I wonder if anybody else would like to do this. Hey! Um… we have to watch, uh, Toby’s video that he’s showing us in order to brainwash us and I was wondering if anybody would like to join in? Going to be fun. Got my great pizza. Whataya say? Jim?"
Andy,"So it's called the Shangri-La Tent. It's two stories, heated and has a bridal suite for my bridal sweet. It's just really simple, really tasteful."
Jim,…What is it?
Jim,You mean Kevin?
Dwight,I don't see it.
Michael,"Ok guys, you know what? I didn’t— I didn’t interrupt when you were having your presentation."
Michael,"Don't-all right. Well, ok, you've just committed a felony."
Stanley,You lucky son of a bitch.
Dwight,"I know how to sit on a fence. Hell, I can even sleep on a fence. The trick is to do it face down with the post in your mouth."
Jim,Nothing.
Jim,"Alright. Wait, what are you planning on doing?"
Jim,"Yes, it is."
Ryan,I didn't think it did.
Dwight,Money isn’t real ever since we got off the gold standard.
Phyllis,"Well, I don’t think Erin seems to like you."
Jim,And then you'll be saved.
Phyllis,"Yeah, the Syracuse branch can√¢‚Ç¨‚Ñ¢t be happy you√¢‚Ç¨‚Ñ¢re taking New York clients."
Andy,"You know, it's true what they say--- Long Island iced teas are way stronger in Canada."
Kevin,Are you guys going to this Indian thing tonight?
Oscar,"Good morning, Michael. Are you ready for the meeting?"
Darryl,"Would you just fire me, man?"
Dwight,"This is slander, Ms. Black. Slander I say! I dare you to produce one credible source about this."
Andy,Why can't I be in the club?
Ryan,
Andy,Whoo! Yeah!
Michael,"Ok, Dwight grab your stuff, we’re going to New York to party with Ryan and to meet girls."
Dwight,No. Let him get his own. It√¢‚Ç¨‚Ñ¢s Syracuse money.
Andy,can you believe this guy?
Ryan,"Shh! do you want us to get scolded? Shut your beautiful, beautiful mouth, please."
Dwight,I’m not here to be given anything. I’m here to take what is mine.
Stanley,"The hell you will! I worked for the last boss for 15 years. According to my doctor, I don’t have another 15 years if I want to keep up the same dietary and sexual lifestyle, which I intend to."
Pam,"And we move to the south of France. See? No, there’s plenty of bicycling for you. I think that’s where they do the Tour de France."
Michael,That wasn't what you were saying to me. He was much more articulate and that was better. Much better.
Angela,Fine.
Michael,Look what he’s doing.
Pam,Good game!
Jim,Oh.
Dwight,Pam and Karen. I am ordering you to cease and desist all party planning. Immediately.
Andy,"Oh my god. I forgive him so much. Whoa, is he choking?"
Pam,What’s that? Is that a-
Dwight,"All right, I’ll help you. But first, you gotta tell me what your goal is. What do you want?"
Michael,"Oh, not at all. Come on in. What's going on?"
Michael,"Ok, I have an announcement."
Dwight,No woman would ever want a man who doesn’t know what an auger is.
Michael,"Really? No, honestly. Tell me what you really think."
Michael,"Stanley, you love your Sudoku and your puzzles, I bestow upon you, my felt. May you never lose the fun loving quality in life."
Dwight,Yes. Yes.
Kevin,Whoo-hoo!
Toby,"""Suck on this."""
Jim,They said that they would feel more comfortable if you came along.
Michael,No. I don’t want to do any of that.
Ryan,"No, man. You’re– you’re fine."
Pam,"Yeah. ""I vant to count to ten""."
Oscar,I literally have nightmares in which what just happened happens. I wake up in a sweat. And then I make AngelaĂ˘â‚¬â„˘s husband spoon me back to bed.
Phyllis,Yes. Put the DVD in.
Andy,"Yo, mama! Ask me how bad I wanted to bone Jennifer Grey."
Kevin,"No. Wait, no. I’m buying, I make the rules. I actually do want you to fight over me. I wanna be wined and dined and… 69ed."
Jim,"Alright. Oh, did you see my memo by the way?"
Michael,No…
Michael,Nope.
Dwight,"Babies are one of my many areas of expertise. Growing up, I performed my own circumcision."
Pam,Really?
Dwight,"Phyllis, sorry. I've got penises on the brain. Back to work, everybody."
Pam,Did it help?
Andy,"Okay, sorry."
Dwight,Ohh.
Kevin,What do you mean?
Dwight,You don't know?
Michael,Beauty. Thank you sir!
Toby,I have very fertile hair glands.
Kelly,But then we wouldn’t have any meetings.
Michael,"Yes, yes, yes, yes, yes. And at the end I will reveal, that they were all just one rule."
Jim,You are not my superior.
Kevin,Stay away from my mom.
Ryan,"Actually, I don't see myself ever getting married."
Dwight,"Oh hey, Jim. I forgot to mention. Oftentimes, in Hollywood portrayals of bachelor parties, there are accidental murders. That won’t be necessary tonight."
Oscar,Bye.
Jim,"Dwight, please."
Andy,It doesnĂ˘â‚¬â„˘t include headshots.
Dwight,
Toby,You don't need to write 'ex'.
Phyllis,That’s a halwa shabkia cookie. They serve it during Ramadan.
Michael,That is a serious offense. Very serious. As is toying with a man's heart.
Pam,Okay.
Kevin,Michael.
Michael,"Yes, Andy."
Andy,I'm Andy.
Jim,I’m sorry. This is for a news audition?
Michael,"Well, you could take the bus. You could work on the way here. Sleep on the way home."
Oscar,I don’t know.
Pam,Hi!
Michael,
Michael,Right what?
Jim,"Stanley, please, this is serious!"
Ryan,Uh huh.
Oscar,Ă˘â‚¬Ĺ“Loyalty pledgeĂ˘â‚¬Âť?
Michael,For?
Andy,Thank you very much. Now I've got it for you.
Oscar,It was insane!
Pam,Maybe Angela would cheerlead.
Jim,"So, you just couldn’t take it anymore, huh?"
Dwight,I have no idea.
Pam,"Welcome back, Stanley."
Pam,"Um, oh boy, let's see, he's really..."
Dwight,Hazel. They’re hazel.
Dwight,I’m just scaring him. The trick is to make him think you’re going to do something to him.
Andy,Are you a student here?
Kevin,They call me Kevin.
Jim,Yeah?
Dwight,It was gruesome. They say she walks these hallways. If you ever feel a tapping on your shoulder?
Oscar,When is the funeral?
Michael,"Dwight, do you mind if we talk?"
Michael,"Here we go. Ohhhkay, this is great! Thank you my friends, she is perfect! Ahhh, Dwight, may I have your chair please? And, um, some singles, if you will! Allllright. Nnnnn-dink! Okay, um, alright. This has arms. Is that gonna be a... is that alright?"
Kevin,"Obviously. He's a sweet kid, Darryl. But he's not the sharpest guy in the drawer."
Darryl,I did.
Dwight,"Okay, question. When a name is withdrawn, does that also apply to the permanent misbehavior file in New York?"
Michael,See ya.
Phyllis,"Oh, I don’t think it’s blackmail. Angela just does what I ask her to do so I won’t tell everyone that she’s cheating on Andy with Dwight. I think for it to be black mail, it would have to be a formal letter."
Erin,I like how guys just know stuff all the time.
Michael,"Ladies and gentleman, Threat Level: Midnight."
Michael,"They told me. After. You see, I used to run with a very tough crowd. Street Fighter types. Real, real bad people, I'm just lucky I got out."
Jim,Thank you.
Michael,"So you have 40 boxes going out, and I will deliver those personally in a Sebring. Very good, nice doing business with you. Thank you. Yes! Oh, yeah! Read it and weep. Oh! Oh, look at that! Look at me, Phyllis! Oh, what is that? That’s my sale!"
Andy,I swear…
Michael,"Okay, now where were we before I bested Oscar?"
Dwight,Crap. Come here you.
Michael,What?
Michael,That’s not a joke.
Pam,Thank you. Really you guys thank you. Very sweet.
Pam,"Uh, I'm sorry Andy, but this is a closed club."
Dwight,What?
Kelly,"Yeah, your nephew is so lame."
Dwight,"I keep various weaponries strategically placed around the office. I saved Jim’s life with a can of pepper spray I had velcroed under my desk. People say, “Oh, it’s dangerous to keep weapons in the home or the work place.” Well I say, “It’s better to be hurt by someone you know accidentally, than by a stranger on purpose.”"
Angela,My name is Angela.
Michael,"I don't know, I don't know about that."
Andy,"Whoa, whoa, whoa, whoa. You can't do that. You can't do that, we've all been waiting."
Jim,But that doesn’t matter. This does. It’s the only thing that matters. We’ve had some really nice days together.
Angela,This is a big day for you.
Stanley,Respect it? You’re trying to tell me Kevin Malone deserves more than Stanley Hudson.
Dwight,"All of my heroes are table tennis players. Zoran Primorac, Jan-Ove Waldner, Wang Tao, Jörg Roßkopf, and of course Ashraf Helmi. I even have a life size poster of Hugo Hoyama on my wall. And the first time I left Pennsylvania was to go the hall of fame induction ceremony of Andrzej Grubba."
Jim,I can't hear you.
Michael,"Yes, this is business. The, uh, business of team building and morale boosting. Uh, who else?"
Dwight,There you go.
Dwight,"I'm sorry. It's an orientation. It's not a race. Plus a lot of other races are intolerant of gays, so...paradox."
Michael,I'm not going to give it to you.
Michael,"Stay, stay."
Andy,Sure. What’s going on?
Dwight,"Oh, did I? Oh, yes, I did."
Michael,"Dammit, Oscar!"
Dwight,My headphones are broken.
Stanley,"No, I don’t. I have a glass of red wine with dinner about once a week. For the antioxidants."
Dwight,"No, absolutely not."
Jim,"Okay, Scott, why don't you take your head out of the clouds and come back down to planet Earth so we can make a commercial."
Dwight,"Oh-oh-oh before you go, I'd just love to get a firm commitment on this. You know maybe sign--"
Pam,But not everyone...
Dwight,"La la la! Continuing. Notice my persistence and recall. Continuing! You called Dunder Mifflin, and your order was filled within an hour!"
Darryl,"Man, you have got to be kidding me."
Michael,Vikram doesn’t have my people skills.
Toby,"I didn’t put caprese salad in my drawer, Michael."
Angela,Oh...
Pam,"Hey, Meredith I need to tell you something."
Jim,Pam texted back saying we could give them all iPods.
Michael,Jack Blaise.
Darryl,"It’s all good, we got this."
Dwight,"You guess the price, you win the prize. Have you never been to a Quaker fair before? God!"
Andy,"Brava, brava."
Pam,Okay.
Michael,"Wish I could, but I can't. Well can, but won't. Should, maybe, but shorn't."
Michael,Sound good. Sounds fun.
Kelly,You'd look like an angel. I'm seriously going to cry.
Kevin,Hungrier.
Michael,"Actually, I'm sort of hosting this charity thing in our warehouse, Casino Night."
Pam,"Here’s the thing. When Michael invents a hypothetical situation, he eventually turns it into an actual situation."
Toby,Do you see David Wallace in the room right now?
Kevin,Yes! Okay.
Creed,My wife’s name is Kathryn. I can show you my social security card if it helps.
Jim,"Well, Andy has a mug just like that."
Dwight,Bears do not--- What is going on--- What are you doing?!
Dwight,Mmm-uh-mm
Dwight,"You’re talking about me in Morse Code. Well, you know what? Joke’s on you ’cause I know Morse Code. Ha!"
Jim,You're welcome.
Pam,"Oh, thanks!"
Pam,As a human being.
Andy,"Ok, sure. There ya go. Atta girl. Hey, alright. Whoa! You suck. Alright, who's next? Darryl?"
Stanley,You fallin' behind.
Dwight,"It might be innate goodness versus innate badness? But there’s an easy way to find out. Oh Andy, gotta few questions for you."
Jim,I get it.
Dwight,Thank you.
Oscar,"He went to the car or something, but he’ll be back."
Creed,"Kids, kids, kids, slow down."
Kevin,"So if you need anything, I'm right over there."
Stanley,"How ‘bout you want us to work harder, pay us more."
Jim,"No- Ok. Well, we’ll talk about it later. Straussburg! I had a meeting in Straussburg and I dropped you off beforehand. I was wearing a tan shirt with stripes?"
Jim,Yeah.
Andy,Do you like it?
Dwight,Drink it!
Angela,Gladly. I quit.
Michael,"Guys, guys! Stop fighting, come on. Come on. Do you want your kid to come out a lawyer? Right? Okay, you know what? I am all over this. Here we go. Ready?"
Jim,"No, it's not."
Dwight,"Okay, I know why you’re saying that, Jim, I really do, but think of it this way. The hand that reaches from the grave to grip your throat is the strong hand you want on the wheel."
Toby,"Well, uh, okay. Um. It's really great to be here tonight, with the Ferris wheel, the band, and the low sunlight. I'm gonna miss you all when I go to Costa Rica, and if I keep drinking beer like this, I'm gonna have to take a leak-a. Look, on a more personal note, I just want to say thanks, you know, no matter what was going on in my life, you know, my divorce, or the custody battle, or that thing with my sister, it was just nice knowing I had a, a supportive place to come to where..."
Andy,"Oh, it’s OK. My girlfriend and I were actually gonna take her for a little spin and a picnic before you guys head out tonight. You know what? Get some dinner on me."
Pam,"Roy was supposed to pick the band, but he's concentrating more on the bachelor party now."
Michael,Plenty of space in the parking lot.
Michael,"Well, you know what? I didn't wanna hear about it either, Stanley, but I did and now I can't stop picturing it. He leaves work, he's on his way home... wham! His cappa is detated from his head!"
Stanley,"""New File System""."
Andy,"I gotta say. Kinda seems like the left side├óŌé¼Ōäós the side to be on. Me, Jim, Dwight, Darryl. No offense Pam."
Michael,"Do you understand, you forced my hand?"
Dwight,"Hey, it's Dwight here. Give me the phone."
Dwight,"Oh, oh, oh! Yeah! Ha, ha!"
Michael,Cool!
Jim,You sure?
Darryl,Look man this is a bad idea.
Pam,"Oooh, uh hah, ooh! Wha-hoo! Ahhhh..."
Michael,"Oh, my God. Go, go, go! Are you insane? Alright."
Michael,This is the worst! You are the worst! I hate looking at your face! I wanna smash it!
Darryl,What college did you go to Mike?
Michael,Really? How did-- how are you inspired? How did it pop into your head Dwight?
Toby,"Yeah, I assumed Michael was already doing this. That's why I only use my personal e-mail account."
Jim,Nope.
Jim,"A commission cap takes away my incentive to sell. So you realize I now have no reason to work, right?"
Phyllis,Ryan.
Michael,"I don't think you are being totally impartial though, because you haven't said one bad thing about Pam."
Andy,That exact situation is why I always carry around some of these. nametags. Just in case. Because sometimes you just need to I.D. yourself.
Jim,Sorry.
Michael,Stay or...
Michael,To the right?
Stanley,Mind? Nothing would delight me more.
Pam,Michael?
Michael,"EHHHHNT. Game over. Offer revoked. Dwight. I’m sorry, but you reach out and you try to be a nice guy, and help out a friend, and this is what happens. This is what I get. Oh god. I’m … Ok."
Jim,Ok.
Stanley,"Oh, I don't know."
Ryan,I think you should get it. You really grew into it.
Ryan,"This is a one time thing, you know that right?"
Dwight,"What's going on, Michael. Talk to me."
Pam,"Phyllis... ended up using the exact same invitations as Roy and me. So it was kind of like being invited to my own wedding. And I was like 'Wait, thought I called that off'."
Ryan,"I'm not feeling so well. I've got a ton of work to do here. MSG allergy, peanut allergy, I just ate there last night."
Phyllis,Are you alright?
Jim,"Hey Jo, it's Jim Halpert. I actually scheduled a meeting at 7:30 with a very important client. And it's so weird, because we never have meetings after 5pm. But I was hoping that maybe just this once, it would be okay."
Oscar,What's your money situation?
Jim,"Yeah. All right. Bye. All right. Sorry, I got to annoy you one more time. What if I bring down shipping costs?"
Pam,Oh!
Ryan,"Jan... has put the company in a very tough position here. Now you've been with us for a long time. Over 10 years, right? We just want to be sure that you won't do anything to hurt us with your testimony. Do you understand?"
Kevin,"Well I put out Pro Bow-Wow, but she barely touches it. She’s so dainty!"
Michael,Sure. You know what? That sounds good. I'll take a little look-see.
Ryan,Pack my--?
Ryan,I don't do lunch. I'm eating five small meals a day now.
Jim,"why do you have the Big picture up again? You used that already, when you burned your foot."
Pam,"I know. But we should go. We need to thank him for, you know, saving my life."
Michael,"Um it is, Grotti."
Dwight,"If I'm sitting, I don't have the option to."
Dwight,"I told you! You're an exec at Stark Industries, a corporation you inherited from your father-"
Kelly,It's just some of us are taking this really seriously.
Jim,You're welcome.
Jim,The glare off Angela's crucifix? It's blinding.
Michael,"So, as friends, would you go with me on a camping trip?"
Kelly,"Guys, what if this is our last day at work? What if we never see each other ever again?"
Jim,"If anyone can do this, you can do this."
Michael,"Ah, gentlemen, the entertainment is here. Everybody I'd like to introduce you to Elizabeth."
Erin,"Andy's coming back today! Andy's coming back today! Ha! Andy's coming back today. David Wallace sent him on an outward bound wilderness adventure for a whole month to make him more decisive and confident. He sent his own son too. And the counselors said they both grew up, big time."
Pam,You're horrible.
Erin,Wow.
Angela,"Michael is going to get us all fired. You sat back and let him play that dumb movie, and now Jan is peeved off and we're all going to lose our jobs."
Toby,I don’t know.
Michael,"Aaaaaand, go!"
Michael,Really? What's going on?
Michael,Bommmm. Bop! Onk onk. Oil can. Oil can.
Michael,"I can’t do this! This is pathetic, isn’t it? I am such an idiot. I gave up the only job I ever loved to do this? I have egg in my Crocs."
Pam,What?
Ryan,"You like the Fleebulls, The Glorps?"
Stanley,Big.
Andy,"My fellow Americans, I have a feeling my approval rating is about to go through the roof. Turns out, I am related to Michelle Obama."
Jim,"Yesss. And you're Abby, right?"
Dwight,That shady grove out by Willard’s pond.
Ryan,"I got your sausage, egg and cheese biscuit."
Darryl,Didn't have to see. It was sales. I can feel it. They are out of control.
Andy,Sounds controversial.
Angela,Sometimes I think she holds on to faxes.
Oscar,It means you’re playing someone who’s going to destroy you. Why did you play “moo”?
Pam,"It’s a good shredder, it just keeps breaking."
Ryan,Do you have a question Kelly?
Pam,"Mmmmm, yes!"
Michael,Yeah.
Dwight,Brought it in here-
Michael,"What am I gonna do? I'll tell ya what I'm gonna do. I gonna do a little bit of this, a little bit of that. I gonna stay up all day. Gonna sleep it up all night. I'm gonna give it a OHH! HEY! HO! And I'm going to stop worrying about calories."
Dwight,His name's Andy. He's a terrible salesman.
Dwight,"Peepa, how is she?"
Ryan,What?
Jim,Ten. It was the full ten.
Michael,"OK, come on everybody, go time. Pam let’s go."
Michael,"Probably the best one that we have ever had, right? But the real reason that we are here, is to say goodbye to a guy who we will probably never ever see again. Now, a lot of you know that I am an accomplished songwriter."
Kelly,OK.
Michael,This'll be the day that I died.
Kevin,"Yeah, I donΟΔβ²§β³Δt think that you understand wheels."
Ryan,At three different places.
Michael,Yeah! Oh ho ho
Andy,Why should I believe that?
Michael,I'm just kidding. Coconuts for your coconuts!
Andy,"Ryan, why didn’t you tell me?"
Jim,I’m sure it’s fine.
Jim,"If this job is in a well, I don't want it."
Andy,"What about this one? It's kinda badass, right? Just seems kinda crazy in a way I might need right now."
Jim,Damn it guys!
Pam,No.
Stanley,"So do they bring in food, or do you get to go out?"
Angela,"Kevin, could you not do that?"
Dwight,Toby.
Erin,Did it affect you outside of the office?
Michael,"Dwight, just..."
Dwight,You have to interview me…
Jim,Play by the rules. Dwight. All time favorite movie.
Ryan,"Okay, the reason these movies are so popular, is the element of psychological torment."
Andy,I’m glad you asked ├óŌé¼ŌĆ£ Connecticut Casual.
Michael,Sabre. Say-ber. Sabre.
Darryl,"Hey Mike, do my thing."
Jim,Really?
Pam,"Ok, but listen. We just don’t have the budget for it. Okay? Reception needed a computer so we got one."
Michael,"Nyuk, nyuk, nyuk, nyuk!"
Jim,"You can't yell out ""I need this, I need this"" as you pin down an employee on your lap!"
Andy,That was actually a serious accident that could have resulted in severe bodily harm. You’re all failing right now. Congratulations on your epic fail of the use of the word fail!
Michael,Yeah...
Jim,Really?
Ryan,"It's only temporary, okay? Don't get excited."
Pam,Bye.
Dwight,"""Don't sleep with your boss."" Do you think this is referring to you boning Jan?"
Stanley,Money.
Pam,"Dwight, listen to me. Businesswomen are just normal, nice, reasonable people. Who is a nice, reasonable person in your experience?"
Michael,Okay. Hello.
Michael,Ah. Your eminence.
Jim,You did do it?
Dwight,"Whoa. Hypertoxide has a mild hallucigenic effect, but I don’t think it’s kicked in yet. I’m gonna count down from ten. Nine, yellow, cold, sad, purple."
Erin,Robert California. Let├óŌé¼Ōäós have a conversation.
Kelly,"Are you guys meeting about WUPHF? You know that that was my idea, right?"
Michael,Yes.
Jim,No! No!
Angela,"Apparently my station in life has descended to a depth even they won't forgive. So, hi."
Andy,"Every office needs an end of the day tradition. Something to tell you the day is over. Otherwise, you go home and the night just feels like more day. It’s weird."
Jim,I am not kidding. Got it a week after we started dating.
Stanley,Hold it!
Jim,You can't do this.
Michael,"Oh, ok, that’s, great. No, I can’t drive. Jim why don’t you drive."
Toby,"We should really have the office's air quality tested. We have radon coming from below, we have asbestos in the ceilings. These are silent killers."
Dwight,I'm gonna need two able bodied men.
Michael,"Ladies and Gentlemen, may I have your attention please. I know that a lot of you are very angry with Ryan because he is the reason we all have to come in tomorrow, however, I swear to God, If any of you hurts him in any way emotionally or taunts him or makes fun of his height or his half beard or…"
Dwight,"Pssh, stupid. Identity theft happens all the time. I can become you like that. But no one can become me."
Phyllis,"Oh, ok."
Michael,"I started a fire, I started a fire."
Angela,"Andy, no."
Michael,"No, no. I get it, I get it, I get it. A child is born, ""Oh, oh-hum."" A beautiful sunset, ""No, I'll catch the next one."" Right? Unicorn walks into the office, ""Oh, do you have an appointment?"" Okay, look Pam this is not meant as a criticism, but let me tell you what you're doing wrong. You are the voice of this company, right? And when clients call and you're not smiling they can hear that in your voice. It is a real turnoff."
Erin,"Dunder Mifflin, this is… oh, I like it!"
Michael,Fine. Then I will call David Wallace and you can explain to him why you threw the founder of the company out on his ancient butt.
Stanley,"Yep, looks that way."
Jim,"Wait, so you installed a doomsday device?"
Michael,"But guys, I'm a victim here too, okay? People here have been saying that I'm a J. Crew model."
Dwight,"Oh, no no no. Don’t go there. I know this Russian website where you can download songs for two cents a piece."
Pam,"Can I help you, Michael?"
Kevin,Yeah.
Toby,"Okay, you get a one-second hold on the ball…"
Michael,"OK, buhhhh, I burned my foot very badly on my Foreman Grill and I now need someone to come and bring me into work."
Dwight,You believe a computer can beat me?
Angela,I will leave your toothbrush on top of your tire tomorrow morning.
Kevin,"Wait, what?"
Darryl,Hey I’m not gonna tell you this stuff if you gonna throw it back in my face.
Kevin,Hurts like hell.
Andy,You can have this back at the end of the day. Oh!!
Meredith,Well I just hate being treated like some bum with no class. I’m a lady. I’m a mother. I’m a former boxer!
Jim,Right?
Michael,Could we get a Delorean?
Dwight,So can we come in?
Michael,Dot com!
Dwight,"Okay- oh, Jim. Hey, this guy look familiar?"
Jim,Nobody's for.
Pam,We have vodka!
Dwight,"Where is the clitoris? On a website, it said at the crest of the labia. What does that mean? What does the female vagina look like?"
Pam,"Hey, well, good morning. I think I have good news for you today. I found your new executive assistant. My friend Carla. She’s got great experience. We even considered making her Cece’s godmother, but she had this boyfriend at the time– but here’s her resume."
Kevin,Are you seeing anyone right now?
Jim,Good!
Pam,It’s gonna be fun.
Dwight,"Please? Please, Pam?"
Michael,"Well, I don't know what it's gonna be called, but... my point is, the future of this company is now. And the future... is me."
Pam,"Jim set up a job interview for me today in Philly. It’s um, with a real estate company, which is a great fit for me because I live in a house and I know what a bathroom is. I’m sorry, I am just very nervous because honestly this is all moving a lot faster than I expected. And, and because my resume can fit on a post-it note."
Dwight,"Ok ok ok, wait! You win."
Meredith,Little Ms. Thing wants attention.
Dwight,I was trying to go-
Michael,"Toby, can I really tell you anything?"
Phyllis,"Sorry, Michael, I don't think they're real."
Jim,Okay. That’s vivid.
Pam,This is my friend Julie.
Jim,
Michael,Okay.
Michael,"I am Pam. Spicoli guy. Oh, God. Names, numbers. Okay. Whoa! God! Yuck, yuck. Yuck. Yuck!"
Jim,…I’m messing with Andy. I’m sending him to all the women in the office with… just… terrible information on how to get them to go out with him.
Oscar,Do you not own a mirror?
Dwight,All right.
Jim,You gonna answer it?
Michael,Michael Scott Paper Company only.
Jim,Pull up your pants.
Ryan,"On my God. You√¢‚Ç¨‚Ñ¢re so embarrassing. √Ç¬ÝMy mom would say the best stuff, though."
Meredith,"Washington Street, the one with, like, twenty dongs on it."
Michael,It is in the body shop. Had to have the dent taken out of the hood where I hit Meredith.
Jim,"Hi. All right. Travel safe, Angela."
Kevin,Les Jolies Choses.
Dwight,"One, two, three."
Jim,"Will you stop? Stop it, stop it. Here's the story-they need Meredith somewhere else asap, okay?"
Dwight,"Oh, you’re kidding me!"
Michael,Yeah.
Michael,What did you think was going to happen?
Jim,All you're gonna need to and- it- and then go to--
Michael,"Yeah, I don't think that would happen. See, I used to run with a very tough crowd, street fighter types. Real, real bad people. I'm just lucky I got out. I was a bad ass mo-fo. Stanley knows what I'm talking about."
Kelly,God I cannot wait to get pregnant and have babies!
Michael,"Oh, hey, hey, no, don’t run. You’re gonna slip."
Pam,"So, you’re okay?"
Andy,Jim’s talking to Michael right now. They totally went for our idea!
Jim,"Well, you're probably dehydrated."
Pam,"Again, no pants."
Andy,Yo. Dudeces.
Andy,Where is my FREAKING phone?!
Phyllis,"Yeah. Yeah, Andy would be wonderful as boss. Erin made a good point."
Ryan,"Okay, we are now on a planet where Kevin is the most creative person around, and I am just some good-looking guy."
